system,classifier,technique,AUC
zuzel,C5.0,SMOTE,0.750686507936508
zuzel,C5.0,ROSE,0.740521031746032
eclipse-2.0,C5.0,ORIGINAL,0.80722088102127
eclipse-2.0,C5.0,OVER,0.790691664720901
eclipse-2.0,C5.0,UNDER,0.80367886188679
eclipse-2.0,C5.0,SMOTE,0.803935630386206
eclipse-2.0,C5.0,ROSE,0.719260204620882
eclipse-2.1,C5.0,ORIGINAL,0.769201480979935
eclipse-2.1,C5.0,OVER,0.724938182262307
eclipse-2.1,C5.0,UNDER,0.778242797205252
eclipse-2.1,C5.0,SMOTE,0.754764428528717
eclipse-2.1,C5.0,ROSE,0.692167491600483
eclipse-3.0,C5.0,ORIGINAL,0.788273672444473
eclipse-3.0,C5.0,OVER,0.755103380201067
eclipse-3.0,C5.0,UNDER,0.793745791749012
eclipse-3.0,C5.0,SMOTE,0.77720260386916
eclipse-3.0,C5.0,ROSE,0.723452204915625
Zxing,C5.0,ORIGINAL,0.627066693469991
Zxing,C5.0,OVER,0.648811994926411
Zxing,C5.0,UNDER,0.637559225319312
Zxing,C5.0,SMOTE,0.643438536792426
Zxing,C5.0,ROSE,0.534714683635247
eclipse34_debug,C5.0,ORIGINAL,0.749682539471666
eclipse34_debug,C5.0,OVER,0.748159197835208
eclipse34_debug,C5.0,UNDER,0.736445126749634
eclipse34_debug,C5.0,SMOTE,0.748987187972709
eclipse34_debug,C5.0,ROSE,0.681382675533593
eclipse34_swt,C5.0,ORIGINAL,0.958272211027003
eclipse34_swt,C5.0,OVER,0.957721925334949
eclipse34_swt,C5.0,UNDER,0.956491897331625
eclipse34_swt,C5.0,SMOTE,0.957417682222401
eclipse34_swt,C5.0,ROSE,0.679173409262042
equinox,C5.0,ORIGINAL,0.800145408351516
equinox,C5.0,OVER,0.786174183374811
equinox,C5.0,UNDER,0.790361321429106
equinox,C5.0,SMOTE,0.777342429838414
equinox,C5.0,ROSE,0.753820009772407
jdt,C5.0,ORIGINAL,0.799173540743934
jdt,C5.0,OVER,0.7951210556949
jdt,C5.0,UNDER,0.78720386618429
jdt,C5.0,SMOTE,0.795568058846695
jdt,C5.0,ROSE,0.741268478450429
lucene,C5.0,ORIGINAL,0.725058757519007
lucene,C5.0,OVER,0.723853368308453
lucene,C5.0,UNDER,0.724898793192006
lucene,C5.0,SMOTE,0.72831155843299
lucene,C5.0,ROSE,0.758243614188161
mylyn,C5.0,ORIGINAL,0.768738758947259
mylyn,C5.0,OVER,0.765404295654291
mylyn,C5.0,UNDER,0.767056233002671
mylyn,C5.0,SMOTE,0.769894658347657
mylyn,C5.0,ROSE,0.725702184540683
pde,C5.0,ORIGINAL,0.669375175669443
pde,C5.0,OVER,0.650295296779496
pde,C5.0,UNDER,0.682009057401254
pde,C5.0,SMOTE,0.664849689588057
pde,C5.0,ROSE,0.677608955652986
JM1,xGBTree,ORIGINAL,0.66562214260087
JM1,xGBTree,OVER,0.665360069446006
JM1,xGBTree,UNDER,0.665530640311337
JM1,xGBTree,SMOTE,0.663293653963642
JM1,xGBTree,ROSE,0.587043785592495
KC3,xGBTree,ORIGINAL,0.673650675356817
KC3,xGBTree,OVER,0.622302125769344
KC3,xGBTree,UNDER,0.640236161662467
KC3,xGBTree,SMOTE,0.668074124405478
KC3,xGBTree,ROSE,0.672969462942097
MC1,xGBTree,ORIGINAL,0.690269547102345
MC1,xGBTree,OVER,0.76312051638839
MC1,xGBTree,UNDER,0.765478638463657
MC1,xGBTree,SMOTE,0.769707726332819
MC1,xGBTree,ROSE,0.636660014359286
MC2,xGBTree,ORIGINAL,0.638379310093778
MC2,xGBTree,OVER,0.65763265347335
MC2,xGBTree,UNDER,0.657925842917783
MC2,xGBTree,SMOTE,0.669795071319846
MC2,xGBTree,ROSE,0.624982823389638
MW1,xGBTree,ORIGINAL,0.669527843794853
MW1,xGBTree,OVER,0.625829043024423
MW1,xGBTree,UNDER,0.658751903745386
MW1,xGBTree,SMOTE,0.657601790102517
MW1,xGBTree,ROSE,0.581436056122785
PC1,xGBTree,ORIGINAL,0.807101999747378
PC1,xGBTree,OVER,0.805429417660544
PC1,xGBTree,UNDER,0.797490805229739
PC1,xGBTree,SMOTE,0.798906057981677
PC1,xGBTree,ROSE,0.717543514952084
PC2,xGBTree,ORIGINAL,0.740633521588695
PC2,xGBTree,OVER,0.815956715319545
PC2,xGBTree,UNDER,0.792442137666107
PC2,xGBTree,SMOTE,0.807504579626166
PC2,xGBTree,ROSE,0.572677543984285
PC3,xGBTree,ORIGINAL,0.777433995283829
PC3,xGBTree,OVER,0.780881902150137
PC3,xGBTree,UNDER,0.780531222093995
PC3,xGBTree,SMOTE,0.775827945057857
PC3,xGBTree,ROSE,0.725171328083904
PC4,xGBTree,ORIGINAL,0.873338547290619
PC4,xGBTree,OVER,0.87740959610874
PC4,xGBTree,UNDER,0.876821717600941
PC4,xGBTree,SMOTE,0.875461900723452
PC4,xGBTree,ROSE,0.741102583325908
PC5,xGBTree,ORIGINAL,0.714381717327285
PC5,xGBTree,OVER,0.726739232798153
PC5,xGBTree,UNDER,0.717201538012234
PC5,xGBTree,SMOTE,0.718757251320692
PC5,xGBTree,ROSE,0.597299063376301
ar4,xGBTree,ORIGINAL,0.76247569184832
ar4,xGBTree,OVER,0.750406023974709
ar4,xGBTree,UNDER,0.750256146237989
ar4,xGBTree,SMOTE,0.760425019310501
ar4,xGBTree,ROSE,0.64295564780153
ar6,xGBTree,ORIGINAL,0.61708634574481
ar6,xGBTree,OVER,0.650479324046715
ar6,xGBTree,UNDER,0.616286880231545
ar6,xGBTree,SMOTE,0.650538645894555
ar6,xGBTree,ROSE,0.614076095601578
cm1,xGBTree,ORIGINAL,0.703540726520181
cm1,xGBTree,OVER,0.692224966726079
cm1,xGBTree,UNDER,0.677420526157336
cm1,xGBTree,SMOTE,0.704923697820569
cm1,xGBTree,ROSE,0.619820126703586
kc2,xGBTree,ORIGINAL,0.830415689698876
kc2,xGBTree,OVER,0.831803398664163
kc2,xGBTree,UNDER,0.828572749608195
kc2,xGBTree,SMOTE,0.829267257023982
kc2,xGBTree,ROSE,0.717546856078119
ant-1.3,xGBTree,ORIGINAL,0.691259017946632
ant-1.3,xGBTree,OVER,0.65465750542845
ant-1.3,xGBTree,UNDER,0.675371611381941
ant-1.3,xGBTree,SMOTE,0.672323296749353
ant-1.3,xGBTree,ROSE,0.631978206620584
ant-1.4,xGBTree,ORIGINAL,0.580295474412147
ant-1.4,xGBTree,OVER,0.586258194474415
ant-1.4,xGBTree,UNDER,0.568199737067702
ant-1.4,xGBTree,SMOTE,0.552465623562764
ant-1.4,xGBTree,ROSE,0.543015903097569
ant-1.5,xGBTree,ORIGINAL,0.723018974987487
ant-1.5,xGBTree,OVER,0.710521781247694
ant-1.5,xGBTree,UNDER,0.715518031324582
ant-1.5,xGBTree,SMOTE,0.694939168934878
ant-1.5,xGBTree,ROSE,0.671143721930254
ant-1.6,xGBTree,ORIGINAL,0.743208495986778
ant-1.6,xGBTree,OVER,0.738330478058392
ant-1.6,xGBTree,UNDER,0.73477484082154
ant-1.6,xGBTree,SMOTE,0.734245095653231
ant-1.6,xGBTree,ROSE,0.66909291442106
ant-1.7,xGBTree,ORIGINAL,0.753910815677727
ant-1.7,xGBTree,OVER,0.751099886134278
ant-1.7,xGBTree,UNDER,0.752419275829029
ant-1.7,xGBTree,SMOTE,0.751828510241638
ant-1.7,xGBTree,ROSE,0.671611929518172
arc,xGBTree,ORIGINAL,0.647286158037178
arc,xGBTree,OVER,0.705250354450447
arc,xGBTree,UNDER,0.684132271523709
arc,xGBTree,SMOTE,0.675139622483096
arc,xGBTree,ROSE,0.515660145828773
berek,xGBTree,ORIGINAL,0.848384364907579
berek,xGBTree,OVER,0.846398924499222
berek,xGBTree,UNDER,0.830257491670587
berek,xGBTree,SMOTE,0.849053112044481
berek,xGBTree,ROSE,0.789931628226271
camel-1.2,xGBTree,ORIGINAL,0.564191025414003
camel-1.2,xGBTree,OVER,0.576041706500905
camel-1.2,xGBTree,UNDER,0.567464100040587
camel-1.2,xGBTree,SMOTE,0.571534140150673
camel-1.2,xGBTree,ROSE,0.531276029384206
camel-1.4,xGBTree,ORIGINAL,0.670868498055716
camel-1.4,xGBTree,OVER,0.673810955416961
camel-1.4,xGBTree,UNDER,0.661494862339603
camel-1.4,xGBTree,SMOTE,0.666791758421634
camel-1.4,xGBTree,ROSE,0.563440095919514
camel-1.6,xGBTree,ORIGINAL,0.635791049534295
camel-1.6,xGBTree,OVER,0.64072036911511
camel-1.6,xGBTree,UNDER,0.644658958323405
camel-1.6,xGBTree,SMOTE,0.639497515887114
camel-1.6,xGBTree,ROSE,0.568321024585114
ivy-1.1,xGBTree,ORIGINAL,0.647876788763239
ivy-1.1,xGBTree,OVER,0.649961902088486
ivy-1.1,xGBTree,UNDER,0.645051480772574
ivy-1.1,xGBTree,SMOTE,0.641289306271199
ivy-1.1,xGBTree,ROSE,0.576344911527834
ivy-1.4,xGBTree,ORIGINAL,0.563231548413263
ivy-1.4,xGBTree,OVER,0.591754020756504
ivy-1.4,xGBTree,UNDER,0.602162427640527
ivy-1.4,xGBTree,SMOTE,0.596559839776908
ivy-1.4,xGBTree,ROSE,0.563657414168889
ivy-2.0,xGBTree,ORIGINAL,0.753691937628056
ivy-2.0,xGBTree,OVER,0.75299990009252
ivy-2.0,xGBTree,UNDER,0.756377430899643
ivy-2.0,xGBTree,SMOTE,0.73547147375799
ivy-2.0,xGBTree,ROSE,0.698627897174194
jedit-3.2,xGBTree,ORIGINAL,0.781843460521656
jedit-3.2,xGBTree,OVER,0.777825290006634
jedit-3.2,xGBTree,UNDER,0.788766825775382
jedit-3.2,xGBTree,SMOTE,0.770249922117972
jedit-3.2,xGBTree,ROSE,0.676572381277098
jedit-4.0,xGBTree,ORIGINAL,0.740519847677912
jedit-4.0,xGBTree,OVER,0.732603424304117
jedit-4.0,xGBTree,UNDER,0.739383067845188
jedit-4.0,xGBTree,SMOTE,0.730625449253762
jedit-4.0,xGBTree,ROSE,0.634768036666667
jedit-4.1,xGBTree,ORIGINAL,0.750951120857612
jedit-4.1,xGBTree,OVER,0.750040135578833
jedit-4.1,xGBTree,UNDER,0.754112994545305
jedit-4.1,xGBTree,SMOTE,0.76508675559009
jedit-4.1,xGBTree,ROSE,0.642570989267031
jedit-4.2,xGBTree,ORIGINAL,0.748179856931147
jedit-4.2,xGBTree,OVER,0.778037971720971
jedit-4.2,xGBTree,UNDER,0.768926383161988
jedit-4.2,xGBTree,SMOTE,0.762769944659567
jedit-4.2,xGBTree,ROSE,0.661806506035731
log4j-1.0,xGBTree,ORIGINAL,0.767027884384551
log4j-1.0,xGBTree,OVER,0.772295926510133
log4j-1.0,xGBTree,UNDER,0.773626667580632
log4j-1.0,xGBTree,SMOTE,0.777652478132124
log4j-1.0,xGBTree,ROSE,0.750771922173559
log4j-1.1,xGBTree,ORIGINAL,0.81496976961437
log4j-1.1,xGBTree,OVER,0.815505832519849
log4j-1.1,xGBTree,UNDER,0.805795966050437
log4j-1.1,xGBTree,SMOTE,0.801595539605025
log4j-1.1,xGBTree,ROSE,0.752568392487791
log4j-1.2,xGBTree,ORIGINAL,0.631609185178706
log4j-1.2,xGBTree,OVER,0.690867584708271
log4j-1.2,xGBTree,UNDER,0.666848478105462
log4j-1.2,xGBTree,SMOTE,0.671718475908877
log4j-1.2,xGBTree,ROSE,0.590373178969089
lucene-2.0,xGBTree,ORIGINAL,0.672928253004687
lucene-2.0,xGBTree,OVER,0.660621701404312
lucene-2.0,xGBTree,UNDER,0.674605951442299
lucene-2.0,xGBTree,SMOTE,0.652393151111258
lucene-2.0,xGBTree,ROSE,0.60193565620833
lucene-2.2,xGBTree,ORIGINAL,0.618355674921469
lucene-2.2,xGBTree,OVER,0.632659988721994
lucene-2.2,xGBTree,UNDER,0.620705006310738
lucene-2.2,xGBTree,SMOTE,0.614737769042561
lucene-2.2,xGBTree,ROSE,0.579361089889067
lucene-2.4,xGBTree,ORIGINAL,0.701959636105865
lucene-2.4,xGBTree,OVER,0.684748313216646
lucene-2.4,xGBTree,UNDER,0.700746541568012
lucene-2.4,xGBTree,SMOTE,0.69957741514371
lucene-2.4,xGBTree,ROSE,0.598461575868669
nieruchomosci,xGBTree,ORIGINAL,0.645623809523809
nieruchomosci,xGBTree,OVER,0.629920634920635
nieruchomosci,xGBTree,UNDER,0.664030158730159
nieruchomosci,xGBTree,SMOTE,0.667569047619048
nieruchomosci,xGBTree,ROSE,0.666714417989418
pbeans2,xGBTree,ORIGINAL,0.729799692137927
pbeans2,xGBTree,OVER,0.721372745718334
pbeans2,xGBTree,UNDER,0.734414011233864
pbeans2,xGBTree,SMOTE,0.746168663648443
pbeans2,xGBTree,ROSE,0.636899447978492
pdftranslator,xGBTree,ORIGINAL,0.808259023053666
pdftranslator,xGBTree,OVER,0.827579317838246
pdftranslator,xGBTree,UNDER,0.812611607142857
pdftranslator,xGBTree,SMOTE,0.808357284580499
pdftranslator,xGBTree,ROSE,0.696657549130763
poi-1.5,xGBTree,ORIGINAL,0.751094266294488
poi-1.5,xGBTree,OVER,0.736668818057523
poi-1.5,xGBTree,UNDER,0.743860249095889
poi-1.5,xGBTree,SMOTE,0.726150380958964
poi-1.5,xGBTree,ROSE,0.559775906492883
poi-2.0,xGBTree,ORIGINAL,0.615760099969502
poi-2.0,xGBTree,OVER,0.672520747595462
poi-2.0,xGBTree,UNDER,0.654483785144562
poi-2.0,xGBTree,SMOTE,0.669112939527269
poi-2.0,xGBTree,ROSE,0.536476191998279
poi-2.5,xGBTree,ORIGINAL,0.825824101172791
poi-2.5,xGBTree,OVER,0.82157942017911
poi-2.5,xGBTree,UNDER,0.821709894982265
poi-2.5,xGBTree,SMOTE,0.820098314211201
poi-2.5,xGBTree,ROSE,0.679552529877823
poi-3.0,xGBTree,ORIGINAL,0.838875790046308
poi-3.0,xGBTree,OVER,0.838825168011247
poi-3.0,xGBTree,UNDER,0.837832145459377
poi-3.0,xGBTree,SMOTE,0.829548906784823
poi-3.0,xGBTree,ROSE,0.667894255782285
prop-1,xGBTree,ORIGINAL,0.718970063867334
prop-1,xGBTree,OVER,0.726159294422307
prop-1,xGBTree,UNDER,0.726152669100254
prop-1,xGBTree,SMOTE,0.723650859782879
prop-1,xGBTree,ROSE,0.606244191256422
prop-2,xGBTree,ORIGINAL,0.666106661865802
prop-2,xGBTree,OVER,0.690849253399154
prop-2,xGBTree,UNDER,0.689506375648554
prop-2,xGBTree,SMOTE,0.684415752319466
prop-2,xGBTree,ROSE,0.54424661652812
prop-3,xGBTree,ORIGINAL,0.670598303722229
prop-3,xGBTree,OVER,0.675177582765812
prop-3,xGBTree,UNDER,0.673749605007953
prop-3,xGBTree,SMOTE,0.675272518300708
prop-3,xGBTree,ROSE,0.522745777861145
prop-4,xGBTree,ORIGINAL,0.718241214186528
prop-4,xGBTree,OVER,0.731216591925005
prop-4,xGBTree,UNDER,0.730066972584735
prop-4,xGBTree,SMOTE,0.72800520115217
prop-4,xGBTree,ROSE,0.566268737998391
prop-5,xGBTree,ORIGINAL,0.673203103487366
prop-5,xGBTree,OVER,0.672391549642988
prop-5,xGBTree,UNDER,0.673568286097971
prop-5,xGBTree,SMOTE,0.674809654719063
prop-5,xGBTree,ROSE,0.51442053145882
prop-6,xGBTree,ORIGINAL,0.648805315819471
prop-6,xGBTree,OVER,0.649670091411466
prop-6,xGBTree,UNDER,0.65415964209437
prop-6,xGBTree,SMOTE,0.664484880044265
prop-6,xGBTree,ROSE,0.516271738803518
redaktor,xGBTree,ORIGINAL,0.712708342724481
redaktor,xGBTree,OVER,0.731560955362623
redaktor,xGBTree,UNDER,0.686724758718222
redaktor,xGBTree,SMOTE,0.741274876635581
redaktor,xGBTree,ROSE,0.538411845155707
serapion,xGBTree,ORIGINAL,0.789897976840411
serapion,xGBTree,OVER,0.779192115085207
serapion,xGBTree,UNDER,0.75340826425037
serapion,xGBTree,SMOTE,0.787842152000047
serapion,xGBTree,ROSE,0.687940379247945
skarbonka,xGBTree,ORIGINAL,0.632271087082852
skarbonka,xGBTree,OVER,0.678832409339027
skarbonka,xGBTree,UNDER,0.672306484855014
skarbonka,xGBTree,SMOTE,0.688963434114905
skarbonka,xGBTree,ROSE,0.66809866506043
synapse-1.0,xGBTree,ORIGINAL,0.61487793470472
synapse-1.0,xGBTree,OVER,0.599059894199042
synapse-1.0,xGBTree,UNDER,0.59729731038566
synapse-1.0,xGBTree,SMOTE,0.591901785438441
synapse-1.0,xGBTree,ROSE,0.528173788815124
synapse-1.1,xGBTree,ORIGINAL,0.710361229991178
synapse-1.1,xGBTree,OVER,0.706600932632704
synapse-1.1,xGBTree,UNDER,0.707315114317385
synapse-1.1,xGBTree,SMOTE,0.717651613546385
synapse-1.1,xGBTree,ROSE,0.570845078023015
synapse-1.2,xGBTree,ORIGINAL,0.697917854737793
synapse-1.2,xGBTree,OVER,0.690031537553068
synapse-1.2,xGBTree,UNDER,0.687925134155438
synapse-1.2,xGBTree,SMOTE,0.698353307617714
synapse-1.2,xGBTree,ROSE,0.617061516749307
szybkafucha,xGBTree,ORIGINAL,0.723019841269841
szybkafucha,xGBTree,OVER,0.703230158730159
szybkafucha,xGBTree,UNDER,0.697369047619048
szybkafucha,xGBTree,SMOTE,0.722754761904762
szybkafucha,xGBTree,ROSE,0.784319047619048
termoproject,xGBTree,ORIGINAL,0.716753552994624
termoproject,xGBTree,OVER,0.719899390556533
termoproject,xGBTree,UNDER,0.686274404233333
termoproject,xGBTree,SMOTE,0.710081724294224
termoproject,xGBTree,ROSE,0.578637765012765
tomcat,xGBTree,ORIGINAL,0.767280294672394
tomcat,xGBTree,OVER,0.760855088101523
tomcat,xGBTree,UNDER,0.763784758034281
tomcat,xGBTree,SMOTE,0.759455474689514
tomcat,xGBTree,ROSE,0.69579046384148
velocity-1.4,xGBTree,ORIGINAL,0.75573280664333
velocity-1.4,xGBTree,OVER,0.759787511667006
velocity-1.4,xGBTree,UNDER,0.766004362983146
velocity-1.4,xGBTree,SMOTE,0.748654631571274
velocity-1.4,xGBTree,ROSE,0.672796864466325
velocity-1.5,xGBTree,ORIGINAL,0.673039087525954
velocity-1.5,xGBTree,OVER,0.676958123815434
velocity-1.5,xGBTree,UNDER,0.676937971634751
velocity-1.5,xGBTree,SMOTE,0.672038664555949
velocity-1.5,xGBTree,ROSE,0.558881578043506
velocity-1.6,xGBTree,ORIGINAL,0.713071312826757
velocity-1.6,xGBTree,OVER,0.699067857022101
velocity-1.6,xGBTree,UNDER,0.708449391049158
velocity-1.6,xGBTree,SMOTE,0.692155382803794
velocity-1.6,xGBTree,ROSE,0.570289660549886
workflow,xGBTree,ORIGINAL,0.597243481155088
workflow,xGBTree,OVER,0.610465784116677
workflow,xGBTree,UNDER,0.603022739727204
workflow,xGBTree,SMOTE,0.640605062959527
workflow,xGBTree,ROSE,0.57611188242974
xalan-2.4,xGBTree,ORIGINAL,0.713579606635171
xalan-2.4,xGBTree,OVER,0.710531010701925
xalan-2.4,xGBTree,UNDER,0.709331833189859
xalan-2.4,xGBTree,SMOTE,0.712287832865417
xalan-2.4,xGBTree,ROSE,0.614344399954908
xalan-2.5,xGBTree,ORIGINAL,0.59005212110767
xalan-2.5,xGBTree,OVER,0.59121288133399
xalan-2.5,xGBTree,UNDER,0.595637188860997
xalan-2.5,xGBTree,SMOTE,0.598241244186101
xalan-2.5,xGBTree,ROSE,0.533080758344612
xalan-2.6,xGBTree,ORIGINAL,0.779291196722282
xalan-2.6,xGBTree,OVER,0.776452557403089
xalan-2.6,xGBTree,UNDER,0.774522483317869
xalan-2.6,xGBTree,SMOTE,0.778091432043574
xalan-2.6,xGBTree,ROSE,0.675142608921497
xalan-2.7,xGBTree,ORIGINAL,0.735853781436171
xalan-2.7,xGBTree,OVER,0.836404118163793
xalan-2.7,xGBTree,UNDER,0.793521537540162
xalan-2.7,xGBTree,SMOTE,0.843332737039475
xalan-2.7,xGBTree,ROSE,0.688288938065483
xerces-1.2,xGBTree,ORIGINAL,0.73918165471901
xerces-1.2,xGBTree,OVER,0.718901417687536
xerces-1.2,xGBTree,UNDER,0.731224000678344
xerces-1.2,xGBTree,SMOTE,0.75573717323217
xerces-1.2,xGBTree,ROSE,0.530414548623427
xerces-1.3,xGBTree,ORIGINAL,0.795694593256356
xerces-1.3,xGBTree,OVER,0.794872620183133
xerces-1.3,xGBTree,UNDER,0.789136249729627
xerces-1.3,xGBTree,SMOTE,0.787708194621315
xerces-1.3,xGBTree,ROSE,0.756754503456997
xerces-1.4,xGBTree,ORIGINAL,0.929287699367687
xerces-1.4,xGBTree,OVER,0.937155194201992
xerces-1.4,xGBTree,UNDER,0.935933873010308
xerces-1.4,xGBTree,SMOTE,0.930970049454895
xerces-1.4,xGBTree,ROSE,0.744529800811775
xerces-init,xGBTree,ORIGINAL,0.790132627241314
xerces-init,xGBTree,OVER,0.792851435077739
xerces-init,xGBTree,UNDER,0.794334071822773
xerces-init,xGBTree,SMOTE,0.790674841986938
xerces-init,xGBTree,ROSE,0.557213919520965
zuzel,xGBTree,ORIGINAL,0.717262896825397
zuzel,xGBTree,OVER,0.720335317460317
zuzel,xGBTree,UNDER,0.718837896825397
zuzel,xGBTree,SMOTE,0.704199206349206
zuzel,xGBTree,ROSE,0.724469246031746
eclipse-2.0,xGBTree,ORIGINAL,0.776466943734328
eclipse-2.0,xGBTree,OVER,0.780695440562938
eclipse-2.0,xGBTree,UNDER,0.780425856653754
eclipse-2.0,xGBTree,SMOTE,0.776072801598908
eclipse-2.0,xGBTree,ROSE,0.582561911612442
eclipse-2.1,xGBTree,ORIGINAL,0.76708628534981
eclipse-2.1,xGBTree,OVER,0.776925333990088
eclipse-2.1,xGBTree,UNDER,0.774364352571446
eclipse-2.1,xGBTree,SMOTE,0.768133785057497
eclipse-2.1,xGBTree,ROSE,0.587023516402428
eclipse-3.0,xGBTree,ORIGINAL,0.781767259336855
eclipse-3.0,xGBTree,OVER,0.788049519798611
eclipse-3.0,xGBTree,UNDER,0.787593220587259
eclipse-3.0,xGBTree,SMOTE,0.780515760853082
eclipse-3.0,xGBTree,ROSE,0.642829716946552
Apache,xGBTree,ORIGINAL,0.751556799628846
Apache,xGBTree,OVER,0.747988443789525
Apache,xGBTree,UNDER,0.753822308302965
Apache,xGBTree,SMOTE,0.746647054776295
Apache,xGBTree,ROSE,0.670761990683299
Safe,xGBTree,ORIGINAL,0.725694380802049
Safe,xGBTree,OVER,0.730436832001643
Safe,xGBTree,UNDER,0.702807522752691
Safe,xGBTree,SMOTE,0.709871299389997
Safe,xGBTree,ROSE,0.680388720951667
Zxing,xGBTree,ORIGINAL,0.626014200241889
Zxing,xGBTree,OVER,0.616958436812987
Zxing,xGBTree,UNDER,0.623389217311922
Zxing,xGBTree,SMOTE,0.620821582507491
Zxing,xGBTree,ROSE,0.547604671747249
eclipse34_debug,xGBTree,ORIGINAL,0.718677402733809
eclipse34_debug,xGBTree,OVER,0.724670596523868
eclipse34_debug,xGBTree,UNDER,0.721831986642813
eclipse34_debug,xGBTree,SMOTE,0.723953036831547
eclipse34_debug,xGBTree,ROSE,0.5845137898663
eclipse34_swt,xGBTree,ORIGINAL,0.907763159322056
eclipse34_swt,xGBTree,OVER,0.909251629973153
eclipse34_swt,xGBTree,UNDER,0.908563362136165
eclipse34_swt,xGBTree,SMOTE,0.90535252043807
eclipse34_swt,xGBTree,ROSE,0.625834839201641
equinox,xGBTree,ORIGINAL,0.79005420248936
equinox,xGBTree,OVER,0.786617364173126
equinox,xGBTree,UNDER,0.787157190659991
equinox,xGBTree,SMOTE,0.786260237480703
equinox,xGBTree,ROSE,0.720870317052913
jdt,xGBTree,ORIGINAL,0.770289403405594
jdt,xGBTree,OVER,0.778269261962788
jdt,xGBTree,UNDER,0.77883082196292
jdt,xGBTree,SMOTE,0.772259628152126
jdt,xGBTree,ROSE,0.702076202501233
lucene,xGBTree,ORIGINAL,0.745232940374874
lucene,xGBTree,OVER,0.737314257217534
lucene,xGBTree,UNDER,0.728507133188276
lucene,xGBTree,SMOTE,0.727771682567017
lucene,xGBTree,ROSE,0.699336420034879
mylyn,xGBTree,ORIGINAL,0.74531640504929
mylyn,xGBTree,OVER,0.74932672157861
mylyn,xGBTree,UNDER,0.747955413931802
mylyn,xGBTree,SMOTE,0.746751390442356
mylyn,xGBTree,ROSE,0.652479977800356
pde,xGBTree,ORIGINAL,0.691552693035588
pde,xGBTree,OVER,0.681896484995496
pde,xGBTree,UNDER,0.685246780941579
pde,xGBTree,SMOTE,0.678872830160259
pde,xGBTree,ROSE,0.648942097270937
JM1,AVNNet,ORIGINAL,0.633034828743098
JM1,AVNNet,OVER,0.670810747852018
JM1,AVNNet,UNDER,0.663673262058247
JM1,AVNNet,SMOTE,0.666258806568643
JM1,AVNNet,ROSE,0.65930487255286
KC3,AVNNet,ORIGINAL,0.610472426374387
KC3,AVNNet,OVER,0.710282372088905
KC3,AVNNet,UNDER,0.672177285282349
KC3,AVNNet,SMOTE,0.696746329760431
KC3,AVNNet,ROSE,0.644814414822582
MC1,AVNNet,ORIGINAL,0.5
MC1,AVNNet,OVER,0.772274796879283
MC1,AVNNet,UNDER,0.762516552067462
MC1,AVNNet,SMOTE,0.784960480404629
MC1,AVNNet,ROSE,0.773989708329682
MC2,AVNNet,ORIGINAL,0.729036140383097
MC2,AVNNet,OVER,0.724885264533195
MC2,AVNNet,UNDER,0.724231796470892
MC2,AVNNet,SMOTE,0.747370774083647
MC2,AVNNet,ROSE,0.6868686422923
MW1,AVNNet,ORIGINAL,0.541836998494606
MW1,AVNNet,OVER,0.694602347357486
MW1,AVNNet,UNDER,0.654387357651196
MW1,AVNNet,SMOTE,0.661377294661119
MW1,AVNNet,ROSE,0.681711680131659
PC1,AVNNet,ORIGINAL,0.555330990043175
PC1,AVNNet,OVER,0.802505444346966
PC1,AVNNet,UNDER,0.794898036983463
PC1,AVNNet,SMOTE,0.80644820233602
PC1,AVNNet,ROSE,0.74451510204273
PC2,AVNNet,ORIGINAL,0.497396226415094
PC2,AVNNet,OVER,0.84414169416359
PC2,AVNNet,UNDER,0.86102757105331
PC2,AVNNet,SMOTE,0.862408222283022
PC2,AVNNet,ROSE,0.66711546338919
PC3,AVNNet,ORIGINAL,0.619378628004206
PC3,AVNNet,OVER,0.781530538476433
PC3,AVNNet,UNDER,0.776261677653219
PC3,AVNNet,SMOTE,0.774459150066532
PC3,AVNNet,ROSE,0.735278901286664
PC4,AVNNet,ORIGINAL,0.599994981517256
PC4,AVNNet,OVER,0.902742306969001
PC4,AVNNet,UNDER,0.89721075432726
PC4,AVNNet,SMOTE,0.902418290117054
PC4,AVNNet,ROSE,0.826041666029318
PC5,AVNNet,ORIGINAL,0.701545538553566
PC5,AVNNet,OVER,0.746368676659668
PC5,AVNNet,UNDER,0.737032563783533
PC5,AVNNet,SMOTE,0.751029294513761
PC5,AVNNet,ROSE,0.677844608405842
ar4,AVNNet,ORIGINAL,0.685310900448634
ar4,AVNNet,OVER,0.755380462107903
ar4,AVNNet,UNDER,0.696746473714463
ar4,AVNNet,SMOTE,0.728391728632543
ar4,AVNNet,ROSE,0.747354384438145
ar5,AVNNet,ORIGINAL,0.800440330965331
ar5,AVNNet,OVER,0.832621831871832
ar5,AVNNet,UNDER,0.810179421504421
ar5,AVNNet,SMOTE,0.816879343804344
ar5,AVNNet,ROSE,0.825697755022755
ar6,AVNNet,ORIGINAL,0.606033972055292
ar6,AVNNet,OVER,0.705717810415423
ar6,AVNNet,UNDER,0.690131707577232
ar6,AVNNet,SMOTE,0.732683209685202
ar6,AVNNet,ROSE,0.661678800074104
cm1,AVNNet,ORIGINAL,0.566167679941489
cm1,AVNNet,OVER,0.746419941295113
